id,manufacturer,model,year,gearbox_type,operating_hours,fuel_type,registration_fees,efficiency,engine_capacity,price
DGypaHfJjgUWs49Sj5RPmf,I,I_17,2016,Automatic,27000,Diesel,20,67.3,2.1,16990
HkXnVMATvinX8RCigHEqWD,I,I_9,2019,Automatic,8000,Petrol,145,46.3,1.5,30900
kx63XEDxbfKuChFtZVmGP8,D,D_1,2016,Automatic,39573,Diesel,200,47.1,2.0,14490
RQHjmWhhtvmyLK2F9MHzsA,E,E_11,2016,Semi-Auto,67181,Diesel,200,47.9,3.0,27950
kw3MxbnbS2gJw86Gp8tQmC,B,B_2,2018,Automatic,9086,Petrol,145,37.2,1.5,14400
WSbmtduvjDG9uQoDheYvux,C,C_0,2019,Manual,5829,Petrol,145,42.2,1.5,20495
duMkdUMUE46K74mVJKYyA4,C,C_14,2018,Manual,10152,Petrol,150,49.6,1.4,19999
2BRbkGDjU98SMiyFL5QxKK,H,H_2,2016,Semi-Auto,17148,Petrol,125,51.4,1.2,12498
cCtKLAYhKrqrXnVAG5HHGJ,H,H_7,2019,Semi-Auto,14954,Petrol,150,60.1,1.0,13990
MS6KfkUuo7uw7HRJxdRPDm,A,A_1,2017,Manual,33126,Diesel,145,85.6,1.6,9498
66U2TYrpqCergkCwiN9jru,H,H_6,2019,Automatic,1998,Diesel,145,62.8,1.6,21641
Taw4o5J2Ynb4E79rBRMdw7,F,F_5,2017,Manual,5985,Petrol,0,69.0,1.0,7400
YoG7vtTLwGLtLeKecf43aD,A,A_0,2019,Manual,1835,Petrol,145,44.8,1.4,9800
MEuAarRVNgT9ywcipYpu5a,I,I_2,2018,Automatic,1565,Petrol,145,47.1,2.0,27890
UNiZ2MqPcAYoNrLaPieijC,G,G_0,2016,Manual,23053,Petrol,125,54.3,1.2,8498
Qak3X8uz5ZiLfwqXaGeccB,C,C_19,2012,Automatic,72000,Diesel,30,65.7,1.6,5995
S6ZgrzdCuvUuhB5SkVerqv,C,C_2,2015,Manual,36117,Diesel,20,68.9,2.0,10500
DES6YirGfPgdZAYghYHTzJ,E,E_6,2016,Automatic,37000,Diesel,160,50.4,2.0,19444
8TDd2dFPWWA44uSs2MPSie,H,H_5,2018,Manual,16450,Petrol,145,61.4,1.0,9895
HbdmVs47bDv3KuUNsNHw8h,A,A_0,2015,Manual,35085,Petrol,30,55.4,1.4,7355
Ch6jtSHM3HpfjDEu4X4u3L,C,C_1,2020,Manual,500,Petrol,145,46.3,1.5,19995
82v3CtqTzUqhXjMiYzMuFz,B,B_2,2019,Manual,5225,Petrol,150,44.1,1.5,20750
j7y8heDYZkcc2GiJnwQdqt,B,B_5,2020,Semi-Auto,16,Diesel,150,60.1,2.0,30137
UdvqYJ9cE7FarqcxiKgCgE,C,C_7,2014,Manual,49160,Petrol,20,62.8,1.0,4330
kf5XfRk2A9BUGsSQmo4vyb,D,D_0,2018,Manual,5657,Petrol,145,46.3,1.2,10495
22qRmHk2JxDUxwCKSrh499,H,H_6,2019,Automatic,3225,Petrol,145,41.5,1.5,21690
ADypb4XwJ2wKKcVRredPBk,I,I_9,2012,Automatic,115000,Diesel,145,54.3,2.1,7495
MyLY6GrqgpjCGRdr8MAcxm,I,I_5,2017,Automatic,40045,Diesel,20,67.3,2.1,16490
Y97ir8bB5qezW97XVkQpmX,I,I_9,2017,Semi-Auto,16323,Diesel,145,61.4,2.1,18896
CeJBnfgC9X5TpuBhdBUv9t,H,H_0,2019,Automatic,7347,Diesel,145,54.3,2.0,17490
aLJpkJGiheawi88u8xBovp,E,E_0,2016,Manual,48090,Petrol,30,55.4,1.4,11999
HfZzsUsMaypgT6s3prhhUd,G,G_0,2017,Manual,8660,Petrol,145,64.2,1.1,8880
GNgxVdhnxpq3hZF4R2p5vd,C,C_3,2019,Manual,3330,Diesel,150,52.3,1.6,19995
d3EpCXYq2GUiifwRC9oopP,B,B_6,2019,Automatic,8813,Diesel,145,54.3,2.0,31116
iwbYrKB5EnCBqUFJZaJxLS,G,G_10,2015,Manual,46510,Petrol,30,55.4,1.0,7245
W2KTTZKZWNB8nfcGX7Zrn6,G,G_10,2016,Semi-Auto,9913,Petrol,160,44.1,1.6,9000
8EwaBETxhAgKPZnbs4G4Cn,G,G_0,2019,Manual,8386,Petrol,145,58.9,1.0,14499
CoXhfb5iFmqyJyyCeZmwyJ,C,C_2,2017,Manual,45145,Diesel,20,67.3,2.0,14398
B3bGeWm63TB8hrtof7eFEs,G,G_7,2018,Manual,22199,Petrol,145,57.7,1.2,7600
TEuDrRyrnSSVTbDYSrZ5wf,F,F_3,2012,Manual,60000,Petrol,30,58.9,1.0,4494
6GcKoCZQb8xX7b6VS855Hp,G,G_1,2019,Manual,9000,Petrol,150,60.1,1.0,15785
aZ2NovG7iMqvMvkqKdjoke,G,G_1,2009,Manual,104000,Diesel,205,47.9,2.0,2695
N5wsfYUaeV8yLCXzvRRJ6Z,A,A_7,2017,Automatic,3230,Petrol,235,39.8,1.4,9998
F5Ufmhc9jhLQiuJmDBqdTD,D,D_5,2017,Manual,27145,Diesel,145,65.7,1.7,12450
G4ErvtrhAVPcne8L5uDv4g,E,E_2,2017,Semi-Auto,11820,Petrol,150,52.3,2.0,19989
dmjMeexzMQgrwT3VzBzdZA,D,D_1,2020,Semi-Auto,3100,Petrol,145,36.2,1.6,23480
oSFkPrmhRBGtUfMwxAErxU,C,C_2,2017,Semi-Auto,82405,Diesel,20,70.6,1.6,10000
kK78Zsn7ddjvYPFGhK2TWh,G,G_0,2013,Manual,39932,Petrol,30,54.3,1.2,4940
mzznDCF7irpzssowwQVC5m,I,I_9,2019,Automatic,8628,Petrol,145,29.4,3.0,39299
XcooLLSweyrQoMrhbjP3uS,C,C_1,2016,Manual,30312,Diesel,0,74.3,1.6,12400
PoFQYd5JaK2W9tBqEeiVEs,A,A_12,2013,Manual,39723,Diesel,125,60.1,2.0,9000
VAzzEMx75uvdgzEmYTmjyz,C,C_2,2016,Manual,76350,Diesel,0,76.3,1.6,8500
5rt5XuQ979LN5BKmEXvMGk,C,C_4,2019,Manual,11703,Petrol,145,48.7,1.0,12250
2dfiYLk9o6MxTBMhYjdDBM,G,G_1,2017,Manual,21647,Petrol,145,60.1,1.0,10990
fgijopQ57ZYVyJY9ifH82T,F,F_4,2018,Manual,10674,Petrol,145,58.9,1.2,12950
dVvoe53vnNngGkVTuF8SQG,B,B_6,2016,Semi-Auto,45646,Diesel,200,47.1,3.0,24390
BLsgCT8HHmPGoe4MqRBTgN,G,G_3,2017,Manual,19170,Diesel,145,60.1,2.0,16998
LRKheEA6wTrVd7cvkszoZb,I,I_9,2019,Semi-Auto,10925,Diesel,145,61.4,2.0,20849
NHoXLiakQUtVVgAmu4U2Jp,G,G_0,2018,Manual,3563,Petrol,145,65.7,1.0,10650
dUZjbuSSbLp6mtQEjV4JxK,G,G_1,2018,Manual,21622,Petrol,145,57.7,1.0,13199
nbWuNRKeFPH4ihgwMj2aMY,G,G_0,2016,Manual,17193,Diesel,0,78.5,1.5,9060
kndoXCwPteJCezbGTk2uah,E,E_3,2010,Manual,95000,Petrol,200,41.5,1.6,4290
TxkGKmxx4jfLdDfTmADwWA,D,D_1,2015,Automatic,75000,Diesel,200,46.3,2.0,12490
mGnCatq8sQjVKKe73jJ8jq,G,G_0,2016,Automatic,3790,Petrol,145,47.9,1.6,10795
NfMYzzvoPQb5UyvnYPEnXZ,G,G_1,2017,Manual,14604,Diesel,0,74.3,1.5,11298
jgPoiUASikrGfGL6LvUGry,B,B_7,2014,Automatic,52117,Diesel,30,62.8,2.0,11295
S5eusWKqxRRZjchhmUm7RH,G,G_3,2017,Automatic,45771,Diesel,145,54.3,2.0,16299
2aXAiSN8VQWqcNDKBgQ9W2,C,C_17,2019,Semi-Auto,6008,Petrol,145,35.8,1.5,27990
5a4qgxzFicczKrjeQJY2AL,G,G_1,2017,Manual,27051,Petrol,20,60.1,1.0,10840
6YJJW6ypparSVp6Qd4nQun,C,C_2,2019,Manual,28249,Petrol,145,45.6,1.5,14495
bAXAzPWJxvmHXpZm8LQG4d,F,F_6,2019,Automatic,4500,Hybrid,135,74.3,1.8,25991
ht2LUi272SD6xeX4Xownho,G,G_0,2020,Manual,100,Petrol,150,56.5,1.0,14500
XT8Mqxc23SGvdJPkyRL2Ft,I,I_10,2019,Automatic,3790,Diesel,145,45.6,2.0,37991
Zya2R9PdWLthDHVPLsHPwz,B,B_7,2018,Semi-Auto,12521,Petrol,145,41.5,3.0,27450
QyCCUYXEtKRP8b6At8tLSJ,D,D_10,2017,Automatic,27185,Petrol,160,43.5,1.6,9690
NKt6jtcwx63EtswuLEszn3,B,B_5,2019,Semi-Auto,5732,Diesel,145,60.1,2.0,29920
oLMQ7JorMWrBUVPLwzLEJN,G,G_0,2018,Manual,22410,Petrol,145,56.5,1.0,10998
kjQQauD7tHpGV6HyP4GQkd,F,F_3,2019,Manual,5693,Petrol,145,47.9,1.5,13995
ZQ9Z2PnMcGqe7hR3a7S9vX,A,A_5,2019,Manual,2015,Petrol,145,47.9,1.2,15798
RbbcV25V5D9jcnjcSufoDZ,G,G_0,2018,Manual,13773,Petrol,145,62.8,1.0,12500
hLyTuxeSqrmfn88kTmsHzp,A,A_7,2011,Automatic,61000,Diesel,235,44.1,1.7,4295
SitjaKwyryXpLYN7vsSJ95,B,B_18,2019,Semi-Auto,16529,Petrol,145,26.9,4.4,58991
Kh8vMPZwBziYVZeW8Rg4Lz,C,C_4,2017,Semi-Auto,2021,Petrol,20,60.1,1.2,12498
ZfNFzrJVkS4cizX4UzHgLX,H,H_7,2017,Manual,37449,Petrol,145,60.1,1.2,8490
WMCwfV235kAhGxsmGpC58P,I,I_10,2017,Semi-Auto,28348,Diesel,145,65.7,2.0,20795
6M5zEzxqSGsyWnbjVZvcxR,G,G_1,2016,Manual,30380,Diesel,0,74.3,1.5,9491
MMs44Ys7Knq2TeHgRtsN3e,A,A_4,2019,Manual,17372,Petrol,145,39.2,1.4,12200
mp4J2z8JScq7nHDQstEj5T,C,C_4,2016,Manual,7157,Petrol,20,60.1,1.0,9498
ZMuuL6ozxU6DEottnFMfLV,I,I_9,2016,Manual,83786,Diesel,20,72.4,1.6,10998
S3cKJykpVZDF5oBkoKBFxW,H,H_1,2016,Manual,35929,Petrol,0,68.9,1.0,5895
i7Xskwnih9JAanzAJVZN9i,B,B_2,2014,Manual,33580,Petrol,200,42.8,2.0,13990
AG9spZqJo4hxPHTp2T9FWH,H,H_0,2018,Manual,12694,Diesel,145,68.9,1.6,13498
Dviif5SGCYfHvPSRLRMxhh,I,I_10,2016,Semi-Auto,48534,Diesel,20,72.4,2.0,16890
XNTuavrYXwKmubBcZc3q4K,G,G_13,2016,Semi-Auto,24512,Diesel,30,58.9,1.5,10250
cgmzQDki2KDiHHQT7WPccE,G,G_0,2014,Manual,69000,Petrol,0,65.7,1.0,6401
3U7h5XXZhophZVfgCZg92h,A,A_5,2019,Manual,6544,Petrol,145,44.8,1.2,14990
LnGBWZbKmwKGkR2NmeiNfy,B,B_1,2016,Semi-Auto,25596,Diesel,200,49.6,3.0,22910
BvjfyDd6yhU9QGaJckraFu,G,G_0,2018,Manual,4399,Petrol,145,64.2,1.1,11000
GUfMznjarV4rAYXk92etbe,I,I_9,2016,Semi-Auto,25803,Diesel,30,61.4,2.1,20092
kSSBj3i3aEN67UDCBYHPkx,A,A_8,2016,Manual,56248,Petrol,200,42.2,1.4,7398
XDirQefu5Zh9BhNiJpPmaE,I,I_9,2016,Semi-Auto,26973,Diesel,30,65.7,1.6,16998
6RnsJ3oZf2pM29tnjnRZtg,E,E_2,2019,Automatic,6032,Petrol,145,38.7,2.0,26495
PUtzBX2Bh8GfB7T69RjbHw,H,H_0,2019,Manual,13349,Petrol,150,60.1,1.0,12990
MkhWhSFYMbENDGHWvgYvT2,B,B_2,2014,Manual,45400,Diesel,30,64.2,2.0,11200
WcRzqFGd8VcvyBidexNf9J,D,D_2,2018,Manual,16453,Petrol,145,57.7,1.2,7569
kWzKNJMYodFKMTVUxQ6J5e,G,G_1,2017,Manual,18549,Petrol,200,41.5,2.0,16500
oUX8rGg6L6Re5RRP5f6hUP,I,I_10,2018,Semi-Auto,13475,Diesel,145,70.6,2.0,31980
NQUGBgTbZCFSPwmY7rA33q,E,E_11,2020,Semi-Auto,5000,Diesel,145,29.4,4.0,89990
F9rG9h8niuM9Dvbd5eoqGZ,H,H_7,2018,Manual,18716,Petrol,145,57.7,1.0,6290
2NcQvE8AXpesQZNUVT35GE,E,E_0,2017,Manual,41427,Diesel,0,76.3,1.6,11842
jNaWzEXaE6dcctCFjcYtNe,I,I_10,2019,Semi-Auto,6184,Diesel,145,58.9,2.0,27316
WYFk7x4RSM8mo9iXuKw6iT,B,B_4,2015,Semi-Auto,11711,Petrol,260,37.2,3.0,19898
TjGKZFvysU8r78a8vsMdpS,E,E_4,2017,Manual,13403,Diesel,150,56.5,2.0,18998
T4KMiCjpY7MJUETxcFxCKR,A,A_1,2019,Semi-Auto,5835,Petrol,145,48.7,1.4,13230
aVhPwyhryr883uhSVjeKP5,B,B_7,2020,Semi-Auto,1550,Diesel,145,50.4,2.0,32940
c7FDX4uUgTFCPPohcbgMhy,B,B_14,2019,Automatic,1000,Petrol,145,26.4,3.0,66290
YpY7Ff5VdPdYLZwnMVTEWG,E,E_2,2016,Semi-Auto,49800,Diesel,145,53.3,3.0,20699
g2n8ciRSJoEk7RE6X8ZCxN,A,A_1,2019,Manual,17807,Petrol,150,48.7,1.0,11795
dquHckCFvndbEHJFsw8Y2j,H,H_6,2019,Manual,7250,Diesel,145,42.8,2.0,23850
9QXRFxgCCKHaQjrNcYXZk6,C,C_1,2015,Manual,43470,Petrol,30,53.3,1.4,11001
ay4DNkt6SVsdHeS8CBQ5QN,C,C_1,2019,Manual,7260,Petrol,145,46.3,1.5,18491
SFZK3hGjko76y74XS3zVJZ,H,H_3,2016,Manual,40164,Petrol,125,52.3,1.4,10490
EGReKm5jdNTKYprdM2pobL,F,F_3,2017,Manual,5951,Petrol,145,58.9,1.5,10550
hsEc8hg5RDW7KyeU32KZgG,E,E_2,2017,Semi-Auto,75882,Diesel,145,53.3,3.0,16725
cESsjM2BuEyLyPNsyeHxds,C,C_1,2019,Manual,3273,Petrol,145,47.1,1.5,20000
7yJmrKgBnXqmN6uX5qjd7o,E,E_1,2016,Semi-Auto,24405,Diesel,20,64.2,2.0,17498
HX7mrGLPp3N445D9cYdNPj,C,C_1,2019,Automatic,15108,Petrol,145,45.6,1.0,16280
CmTuqaZ9mGtdjR5odQvMat,A,A_9,2017,Manual,23220,Petrol,145,53.3,1.2,7554
ALC6HKKiQ9WpfLKUEh6MN5,E,E_2,2016,Manual,45478,Petrol,125,53.3,1.4,11500
MgPLqrSKAqgqZekjpiTa6U,H,H_0,2019,Automatic,7044,Petrol,145,35.8,2.0,19785
bMKPQ6Li9Cc2nyCVQUdJqU,B,B_9,2020,Automatic,10,Diesel,145,42.8,2.0,40995
ABHWYfkR2E7Ar9zaaRBDyx,A,A_4,2017,Semi-Auto,17141,Petrol,145,43.5,1.4,12495
8vYJPjGG4xLVZJuAc7CQWG,I,I_9,2017,Semi-Auto,24347,Petrol,145,32.8,4.0,46995
KsDyDT4KxS9preCdcKRwPX,E,E_9,2019,Automatic,15302,Diesel,145,47.1,2.0,31720
PZJoztwKHTQH5DTjiH7tfP,I,I_12,2013,Automatic,56030,Diesel,145,55.0,2.1,12295
Ls9MupuEVHWfgcTnrmsyqo,D,D_1,2017,Manual,20274,Diesel,30,61.7,1.7,11995
JHCjZqUnZMdv3FoZ7qMjzo,A,A_4,2018,Manual,26342,Petrol,145,47.1,1.4,11798
fxiRLZJhMASVWW6yt5G9Ze,C,C_1,2019,Manual,4994,Diesel,145,57.7,1.6,16500
BiMzhxbYHRYaWP7Xy4qfLt,G,G_5,2017,Semi-Auto,25484,Diesel,20,64.2,1.5,10490
G8PWMHjBAyFGDktvYH4EE8,E,E_0,2020,Manual,1000,Petrol,145,44.1,1.0,21450
9Q45DzLReRSBYf7GJGBsUz,G,G_0,2017,Manual,19698,Petrol,150,65.7,1.0,11000
KU9g6hE9CDqwivDwS7E6SB,H,H_3,2019,Semi-Auto,18,Petrol,150,36.7,1.5,18995
kiJNmXoWKKck2WmsZi7Doh,E,E_0,2017,Manual,27444,Diesel,0,76.3,1.6,11795
J8ah9CATCNcYM6cU8hL66r,I,I_6,2017,Manual,103000,Diesel,20,68.9,1.5,11393
SucrU794GJUGn7WSH7pTuC,B,B_11,2016,Automatic,51505,Diesel,30,65.7,2.0,14500
X8KZnZUzXgBQT9MzAfFdi7,H,H_7,2017,Manual,11184,Diesel,0,74.3,1.4,8498
2fetSyYWvbBT3vEbgiXLYG,I,I_9,2015,Semi-Auto,21539,Diesel,20,64.2,2.1,16199
5bkBm8qkY3Ko53jqGpuuV7,F,F_5,2012,Manual,55000,Petrol,0,65.7,1.0,3950
BqNgyxn2AGez8KBCspvrFw,D,D_10,2013,Manual,42320,Petrol,145,45.6,1.4,6000
JfH7uzrtuLRa3G3PPSEmNg,B,B_7,2019,Manual,3758,Diesel,145,64.2,2.0,24775
HQtctD444o7fCWQ5t9nEEU,B,B_0,2013,Semi-Auto,83000,Diesel,125,57.6,2.0,10495
YfZmYsSdFPEe7akMscCTZf,C,C_1,2016,Manual,34096,Diesel,20,67.3,2.0,16462
VPpscA6n6tbQMe5rygo6Bv,C,C_5,2019,Manual,3340,Diesel,150,47.9,2.0,22498
Umgjv5d4WAy5WZZhH9jPez,C,C_1,2016,Manual,39127,Diesel,0,74.3,1.6,10990
mn6QD8yHJcywjKfPostsA8,I,I_6,2016,Manual,40576,Diesel,30,62.8,2.1,15096
n2a8raQTDrit2pwDZRpxPK,E,E_1,2018,Automatic,27304,Diesel,145,64.2,2.0,20995
Z7yU3rizYjtR3LCWQfmkD2,C,C_4,2014,Manual,17238,Petrol,20,60.1,1.0,7000
ZKna5t7kjFp2qrptxX5mZp,A,A_1,2018,Manual,33500,Petrol,150,52.3,1.4,8998
RPwBe35jsojjTjcApay3RJ,F,F_3,2018,Manual,10513,Petrol,145,58.9,1.5,10995
49CanNemANMJTvus9A4spn,I,I_9,2019,Semi-Auto,8746,Diesel,145,57.7,2.0,29599
A4HJFYEM9DwiaPrVYmXSpz,I,I_8,2019,Automatic,999,Diesel,145,44.8,2.0,33499
UTSNZ2DkATCoTQgZydyqsu,G,G_9,2019,Manual,7400,Diesel,145,54.3,2.0,28000
bZ8k4tomyS6qaeLde5k3Qa,C,C_4,2017,Manual,27548,Petrol,145,60.1,1.2,10200
RZtZXoyXgRN6XX823wGHRC,C,C_12,2017,Automatic,47000,Diesel,235,42.8,3.0,21990
8VoFaEWbJMyBnUMGTgXyux,C,C_3,2019,Manual,3500,Petrol,145,47.9,1.0,21142
mh9gKUpsEQPj829LrBEN76,C,C_12,2016,Semi-Auto,42319,Diesel,235,42.8,3.0,19000
DA62hmRQt7PS2ojoiuVApT,C,C_2,2016,Manual,24240,Diesel,20,70.6,1.6,12985
EYjEHcwNq9bjamdpk7S5yW,H,H_0,2018,Manual,21300,Diesel,145,68.9,1.6,12498
4KWZxuM6QzBvqypxiRHgtp,E,E_1,2017,Manual,20696,Diesel,150,65.7,2.0,15991
jEmagUsDoQsBxhsD9JaLqg,G,G_6,2016,Manual,79265,Diesel,30,64.2,2.0,8995
GL69jMXf5sbtTtpf9qW7pM,C,C_4,2017,Manual,41000,Diesel,145,74.3,1.4,9249
kRWsxZvRb5CVmmg6Sgt2Uw,H,H_8,2016,Semi-Auto,26254,Petrol,125,51.4,1.2,11490
ZCJboMgxVH39TCt3FTMw55,B,B_5,2014,Manual,92000,Diesel,125,60.1,2.0,9990
ix5bcMB4xLtFBquaETSWx3,E,E_2,2019,Manual,703,Petrol,145,39.2,2.0,23500
6EgyPEBTP7ZWBN7vxT9LPp,I,I_7,2019,Semi-Auto,12754,Petrol,145,45.6,1.3,21980
TTVoCfF5XTk3PgCnSZMkf4,I,I_14,2016,Manual,21722,Diesel,20,67.3,2.1,16450
26PP46WuS82uqKPrBSUkHE,C,C_15,2015,Manual,50642,Diesel,30,65.7,2.0,9995
H4HjTwKKX23SVmo2555dKt,C,C_4,2014,Manual,54000,Petrol,125,51.4,1.2,5490
PhWd7cC6KupvtQ7Pk4z5LL,H,H_7,2019,Manual,5818,Petrol,145,60.1,1.0,13590
dpK8pHUm8a2fZT5Vdkf4Yk,B,B_5,2015,Manual,44748,Diesel,145,53.3,2.0,13500
fwzuzma8VnhgoDUy9i3JGP,C,C_4,2019,Semi-Auto,7883,Petrol,145,45.6,1.0,14195
3JwPFeDoK2HK4TwRedGKzR,C,C_4,2016,Manual,13666,Petrol,20,60.1,1.2,11000
DTD2tdEqHjBpnPBzu6oWfe,G,G_3,2015,Manual,44000,Diesel,125,60.1,2.0,10199
CzXxZGTrdSNFb4XxVsCMQx,G,G_0,2018,Manual,33996,Petrol,145,65.7,1.0,9900
S9cHEZoc5noTV7SgKdpMAE,E,E_3,2015,Manual,25500,Diesel,20,68.9,2.0,9750
4UYhLCvDZ6LjS5pHrdozMs,G,G_4,2018,Manual,19041,Petrol,150,51.4,1.0,14691
iPvMxfTckyMJnkmKHcrXuN,A,A_4,2019,Manual,12412,Petrol,150,39.2,1.4,12698
W55HptJ4CxG228yfJ8dQ6w,B,B_0,2019,Semi-Auto,1000,Diesel,145,60.1,2.0,32995
3dSzN7qgvyzwLQZSBKkBpb,F,F_3,2019,Automatic,8388,Hybrid,140,76.3,1.5,13698
LgiFQv6GJA7jk9Uc7a9dQD,C,C_4,2019,Manual,7393,Petrol,145,48.7,1.0,12790
EcAjBcwXmSyFttM3yQbNhh,I,I_9,2018,Semi-Auto,12173,Diesel,145,57.7,2.0,27980
FUcHdHZDLtsQgbHWyQ8oR5,B,B_7,2015,Semi-Auto,48000,Diesel,150,53.3,3.0,15991
9i9uA9JhreoLDJY3QKq9ks,A,A_0,2019,Manual,1438,Petrol,145,43.5,1.4,8995
8eE5mDJpbqR4ofkqp222Qj,D,D_0,2017,Manual,24533,Petrol,145,58.9,1.2,8000
egBSM8R3ny98AVKqa7mVVL,G,G_0,2018,Manual,9021,Petrol,145,56.5,1.0,11600
fDJ9TTBpG3HPLTEc62ziPH,D,D_4,2013,Manual,64149,Petrol,145,47.1,1.4,5498
5jxWEj4PNPxbe86qpbhuTv,D,D_0,2017,Automatic,21280,Petrol,165,45.6,1.4,9495
2mmVoavwscwywaYvfLWZMT,C,C_1,2015,Manual,50000,Petrol,30,53.3,1.4,11495
LeZuu2BQqg5QtZTUm6uZNu,G,G_3,2017,Manual,20857,Diesel,145,54.3,2.0,14900
erTDrJwE8QXbxYjUF9PXmo,C,C_4,2011,Manual,98000,Diesel,20,72.4,1.2,4495
hfvMj7hCyKiwkQ4TYYuDnk,B,B_7,2017,Automatic,34544,Diesel,145,56.5,3.0,17200
RY8nbwkAb3HLMmzuuo8Hdf,C,C_13,2018,Semi-Auto,9858,Petrol,145,47.1,2.0,22800
eSrmGbcy73fwZCNiuqGM39,G,G_0,2014,Semi-Auto,33000,Petrol,145,47.9,1.6,7000
j4PvdNU95noaT4jkd9snZY,E,E_3,2020,Semi-Auto,3000,Petrol,145,44.1,1.5,26990
BazS2wgEjQ8ZXb9aZpiceo,G,G_1,2009,Manual,44482,Petrol,330,30.1,2.5,21500
TJqRNNQXCKyGLRnXUnEBT2,G,G_0,2018,Manual,9749,Petrol,145,65.7,1.0,12000
Xo2qKmGsgJ5F8jTnonu3sb,G,G_1,2014,Manual,48739,Petrol,20,60.1,1.0,8483
94kvBtBiB73WtB33djxp3k,B,B_11,2019,Manual,1000,Diesel,145,68.9,2.0,24680
K7iFqpUgBKh4aiiLU8DdZR,I,I_4,2020,Semi-Auto,49,Diesel,145,32.5,2.9,62980
cNzdnA8zshgugJqsqfgyfM,H,H_3,2017,Manual,26928,Diesel,145,58.9,2.0,15101
KS5X7P8HtYYpvygXzrhGAd,I,I_6,2017,Semi-Auto,30626,Diesel,150,74.3,1.5,14998
Gr4g6H7bG77E7uxX327kuN,F,F_5,2019,Manual,6900,Petrol,150,56.5,1.0,10290
gx9pFMUNzKPiu3hW64Woia,B,B_7,2015,Manual,24331,Petrol,200,41.5,2.0,16299
QazxixWz23UfsawmkHq2Jy,H,H_3,2017,Semi-Auto,17697,Petrol,145,43.5,2.0,17360
jDKYkf4nh9N8hXHcwrE3sq,E,E_2,2019,Semi-Auto,1024,Petrol,145,38.7,2.0,28985
mfUxZXJGyzGgZC3vqaBBF2,G,G_13,2016,Manual,22120,Petrol,30,54.3,1.0,9995
Xetww6DpMikPuvgFJQFnVc,E,E_4,2018,Manual,11450,Petrol,145,51.4,1.4,19000
5Abdxns2hm5W3S6NcbTjwt,C,C_4,2011,Manual,31000,Petrol,145,47.9,1.4,6695
Lr5g3kpUSUzWuHuDAptXsJ,B,B_11,2017,Automatic,32236,Diesel,145,65.7,2.0,18499
UWCupSBbVdHjXFfGifPWu8,D,D_5,2016,Semi-Auto,27000,Diesel,125,56.5,1.7,10695
GGYFL73VkS6c9cKtUgNJ5o,B,B_17,2019,Semi-Auto,5071,Diesel,145,33.6,3.0,61875
fJSy9wYRG3UVMBtPmKC2gs,A,A_10,2019,Manual,13248,Petrol,150,44.1,1.2,17991
SGFLjo8SpsTJnK7m5JQgWy,A,A_1,2014,Manual,41863,Petrol,160,44.8,1.6,5999
CZnTDC4ApuN2w9FsyuYRvQ,E,E_8,2019,Semi-Auto,853,Petrol,145,41.5,1.5,34990
bgKpCuYyTzxvRLb6hkv6ok,A,A_1,2017,Manual,17855,Petrol,20,64.2,1.0,9295
HozAvvRgXonHggmnHQ8k3c,H,H_1,2016,Manual,26189,Petrol,20,64.2,1.0,6495
ce3gk2EGRGsU8M6HS3ASFf,E,E_8,2016,Manual,23426,Petrol,125,50.4,1.4,19995
FBoNH6ThMpNDZoGwqZuNEU,B,B_11,2017,Semi-Auto,19340,Diesel,145,57.6,2.0,23032
FAQqtxc8xGtKCSVD6vPJPW,H,H_7,2019,Manual,2140,Petrol,145,61.4,1.0,11883
cuFJM58sLUo9wDdgUkXALC,F,F_2,2019,Automatic,9000,Hybrid,140,49.6,2.5,32995
Q93BYxnMePPWCdHdq8UxAq,C,C_1,2019,Automatic,14821,Petrol,145,44.8,1.0,16290
4P7JpDF2dHHzHTPycWueME,A,A_1,2020,Manual,1044,Petrol,145,54.3,1.2,15690
nV5VBH7mFfs3oUAPKZMgbP,B,B_7,2013,Semi-Auto,46500,Diesel,150,55.4,3.0,15500
dFcWk95WoJST7bDuXaaKVb,A,A_7,2009,Manual,44661,Petrol,200,42.2,1.6,2990
D2ZtBhCzGCXUtYsFHoEs8z,F,F_5,2015,Manual,21425,Petrol,0,69.0,1.0,5998
oDXUy3D2M4onEGqYvtgp43,E,E_3,2019,Automatic,11942,Petrol,150,42.2,1.5,23950
fmD4aUNGshDiessDCLP9zP,B,B_13,2019,Semi-Auto,7922,Diesel,145,58.9,2.0,28881
MdFoci2uUvsD8PWp9vhRPh,A,A_0,2017,Manual,11745,Petrol,145,55.4,1.4,8495
HAkNtTtAdEKranPBWavSEE,G,G_6,2015,Manual,73991,Diesel,30,65.7,2.0,8470
Qt3CzxEJMxk8pXymG3hc8S,I,I_9,2017,Automatic,23000,Diesel,145,61.4,2.1,19950
XBLSjfmzaq2rMxwn8QeBqU,E,E_22,2017,Semi-Auto,26500,Petrol,150,43.5,2.0,23950
7QHiAYq5MXMgsiFYphiqvt,F,F_5,2015,Manual,43788,Petrol,0,69.0,1.0,5298
JiMwzKigiYi5HaD8Hezwe8,I,I_8,2015,Automatic,37322,Diesel,125,56.5,2.1,23472
